movie_title;imdb_score;movie_facebook_likes
Mr. Turner;6.8;0
Wild Grass;6.3;512
Amen.;7.3;0
Reign of Assassins;6.9;1000
The Lucky Ones;7.0;702
Margaret;6.5;0
Stan Helsing;3.6;934
Flipped;7.7;14000
Brokeback Mountain;7.7;13000
Teenage Mutant Ninja Turtles;5.9;62000
Clueless;6.8;0
Far from Heaven;7.4;0
Hot Tub Time Machine 2;5.1;0
Dekalog;9.1;0
Quills;7.4;0
Seven Psychopaths;7.2;52000
The Caveman's Valentine;6.0;329
The Border;7.4;64
Downfall;8.3;14000
The Sea Inside;8.1;0
Under the Skin;6.3;29000
Good Morning, Vietnam;7.3;0
The Last Godfather;3.6;502
Justin Bieber: Never Say Never;1.6;62000
Black Swan;8.0;106000
RoboCop;6.2;60000
The Godfather: Part II;9.0;14000
Save the Last Dance;6.1;0
A Nightmare on Elm Street 4: The Dream Master;5.7;0
Miracles from Heaven;6.8;16000
Dude, Where's My Car?;5.5;0
Young Guns;6.8;0
St. Vincent;7.3;33000
About Last Night;6.1;0
10 Things I Hate About You;7.2;10000
The New Guy;5.9;1000
Loaded Weapon 1;6.1;0
The Shallows;6.8;0
The Butterfly Effect;7.7;15000
Snow Day;4.9;0
This Christmas;6.1;0
Baby Geniuses;2.5;0
The Big Hit;6.1;934
Harriet the Spy;5.9;833
Child's Play 2;5.7;0
No Good Deed;5.6;0
The Mist;7.2;20000
Ex Machina;7.7;109000
Being John Malkovich;7.8;0
Two Can Play That Game;6.1;593
Earth to Echo;5.8;0
Crazy/Beautiful;6.5;0
Letters from Iwo Jima;7.9;5000
The Astronaut Farmer;6.3;862
Woo;3.8;204
Room;8.3;72000
Dirty Work;6.4;679
Serial Mom;6.7;3000
Dick;6.1;0
Del 1 - Män som hatar kvinnor;8.1;22
Light It Up;6.0;251
54;5.8;0
Bubble Boy;5.6;0
Birthday Girl;6.1;618
21 & Over;5.9;11000
Paris, je t'aime;7.3;0
Resurrecting the Champ;6.8;689
Admission;5.7;5000
The Widow of Saint-Pierre;7.3;186
Chloe;6.3;0
Faithful;5.9;69
Brothers;7.1;10000
Find Me Guilty;7.1;0
The Perks of Being a Wallflower;8.0;131000
Excessive Force;5.1;107
Infamous;7.1;0
The Claim;6.5;141
The Vatican Tapes;4.5;0
Attack the Block;6.6;18000
In the Land of Blood and Honey;4.3;0
The Call;6.7;23000
Operation Chromite;6.8;139
The Crocodile Hunter: Collision Course;5.4;332
I Love You Phillip Morris;6.6;11000
Quest for Fire;7.4;0
Antwone Fisher;7.3;0
The Emperor's Club;6.9;0
True Romance;8.0;15000
Womb;6.4;0
Glengarry Glen Ross;7.8;0
The Killer Inside Me;6.1;0
Cat People;6.1;0
Sorority Row;5.1;0
The Prisoner of Zenda;7.8;337
Lars and the Real Girl;7.4;19000
The Boy in the Striped Pajamas;7.8;38000
Dancer in the Dark;8.0;0
Oscar and Lucinda;6.7;329
The Funeral;6.6;344
Solitary Man;6.4;0
Machete;6.7;44000
Casino Jack;6.2;0
The Land Before Time;7.3;5000
Tae Guk Gi: The Brotherhood of War;8.1;0
The Perfect Game;7.0;0
The Exorcist;8.0;18000
Jaws;8.0;21000
American Pie;7.0;0
Ernest & Celestine;7.9;0
The Golden Child;5.9;0
Think Like a Man;6.6;0
Barbershop;6.3;770
Star Trek II: The Wrath of Khan;7.7;0
Ace Ventura: Pet Detective;6.9;0
WarGames;7.1;0
Witness;7.4;0
Act of Valor;6.5;15000
Step Up;6.5;0
Beavis and Butt-Head Do America;6.8;0
Jackie Brown;7.5;0
Harold & Kumar Escape from Guantanamo Bay;6.6;0
Chronicle;7.1;32000
Yentl;6.6;0
Time Bandits;7.0;0
Crossroads;3.3;0
Project X;6.7;29000
Patton;8.0;0
One Hour Photo;6.8;0
Quarantine;6.0;0
The Eye;5.4;0
Johnson Family Vacation;4.3;243
How High;6.2;0
The Muppet Christmas Carol;7.7;0
Casino Royale;8.0;0
Frida;7.4;0
Katy Perry: Part of Me;5.9;0
The Fault in Our Stars;7.8;93000
Rounders;7.4;0
Top Five;6.5;0
Prophecy;5.4;902
Stir of Echoes;7.0;0
Spartacus: War of the Damned;8.6;31000
Philomena;7.6;37000
The Upside of Anger;6.9;549
The Boys from Brazil;7.0;0
Aquamarine;5.3;0
Paper Towns;6.4;0
My Baby's Daddy;4.5;151
Nebraska;7.8;28000
Tales from the Crypt: Demon Knight;6.7;0
Max Keeble's Big Move;5.3;371
Young Adult;6.3;0
Crank;7.0;0
How to Be a Player;5.3;439
Living Out Loud;6.6;242
Just Wright;5.8;0
Rachel Getting Married;6.7;0
The Postman Always Rings Twice;6.6;1000
Girl with a Pearl Earring;7.0;0
Das Boot;8.4;11000
The Alamo;6.0;701
Sorority Boys;5.4;507
About Time;7.8;105000
House of Flying Daggers;7.6;0
Arbitrage;6.6;0
Project Almanac;6.4;0
Cadillac Records;7.0;0
Screwed;5.7;262
Fortress;5.9;1000
For Your Consideration;6.3;650
Celebrity;6.3;652
Running with Scissors;6.2;0
From Justin to Kelly;2.1;0
Girl 6;5.0;251
In the Cut;5.3;656
Two Lovers;7.1;0
Last Orders;7.0;305
The Host;7.0;7000
The Pursuit of D.B. Cooper;5.7;135
Ravenous;7.1;0
Charlie Bartlett;7.0;0
The Great Beauty;7.7;29000
The Dangerous Lives of Altar Boys;7.1;677
Stoker;6.8;27000
2046;7.5;0
Married Life;6.3;314
Duma;7.3;0
Ondine;6.8;0
Brother;7.2;0
Welcome to Collinwood;6.4;423
Critical Care;6.0;88
The Life Before Her Eyes;6.4;1000
Darling Companion;5.1;0
Trade;7.5;0
Fateless;7.1;607
Breakfast of Champions;4.6;458
A Woman, a Gun and a Noodle Shop;5.7;784
Cypher;6.8;0
City of Life and Death;7.7;0
Home;6.7;26000
Legend of Kung Fu Rabbit;3.2;211
Space Battleship Yamato;6.1;0
5 Days of War;5.6;0
Triangle;6.9;13000
10 Days in a Madhouse;7.5;26000
Heaven Is for Real;5.8;23000
Snatch;8.3;27000
Dancin' It's On;2.8;634
Pet Sematary;6.6;0
Madadayo;7.5;355
The Cry of the Owl;6.0;443
A Tale of Three Cities;6.2;4
Gremlins;7.2;14000
Star Wars: Episode IV - A New Hope;8.7;33000
Dirty Grandpa;6.0;11000
Doctor Zhivago;8.0;7000
Trash;7.2;0
High School Musical 3: Senior Year;4.5;0
The Fighter;7.9;36000
Jackass Number Two;7.1;641
My Cousin Vinny;7.5;7000
If I Stay;6.8;15000
Drive Hard;4.3;774
Major League;7.2;0
St. Trinian's;5.8;0
Phone Booth;7.1;0
A Walk to Remember;7.4;19000
Dead Man Walking;7.6;0
Cruel Intentions;6.9;0
Saw VI;6.0;0
History of the World: Part I;6.9;0
The Secret Life of Bees;7.3;0
Corky Romano;4.6;365
Raising Cain;6.0;541
F.I.S.T.;6.4;745
Invaders from Mars;5.5;902
Brooklyn;7.5;36000
Barry Lyndon;8.1;0
Out Cold;6.3;0
The Ladies Man;5.1;671
Quartet;6.8;13000
Tomcats;5.3;449
Frailty;7.3;5000
Woman in Gold;7.3;34000
Kinsey;7.1;0
Army of Darkness;7.6;10000
Slackers;5.3;405
What's Eating Gilbert Grape;7.8;14000
The Visual Bible: The Gospel of John;7.7;0
Vera Drake;7.7;0
The Guru;5.4;550
The Perez Family;6.2;174
Inside Llewyn Davis;7.4;26000
O;6.2;0
Return to the Blue Lagoon;5.1;967
The Molly Maguires;6.9;608
Romance & Cigarettes;6.3;0
Copying Beethoven;6.8;0
Poltergeist;7.4;11000
Brighton Rock;5.7;0
Saw V;5.8;0
Machine Gun McCain;6.2;85
LOL;4.3;18000
Jindabyne;6.4;302
Kabhi Alvida Naa Kehna;6.0;659
An Ideal Husband;6.9;646
The Last Days on Mars;5.5;0
Darkness;5.4;1000
2001: A Space Odyssey;8.3;24000
E.T. the Extra-Terrestrial;7.9;34000
In the Land of Women;6.5;1000
The Blue Butterfly;6.3;392
There Goes My Baby;6.4;119
Lovesick;7.9;0
Housefull;5.3;250
September Dawn;5.8;411
For Greater Glory: The True Story of Cristiada;6.6;0
La Famille Bélier;7.4;0
Good Will Hunting;8.3;31000
Misconduct;5.3;0
Saw III;6.2;0
Stripes;6.9;0
Bring It On;5.9;0
The Purge: Election Year;6.1;0
She's All That;5.8;0
Precious;7.3;12000
Saw IV;5.9;0
White Noise;5.5;0
Madea's Family Reunion;5.0;676
The Color of Money;7.0;0
The Longest Day;7.8;0
The Mighty Ducks;6.4;0
The Grudge;5.9;4000
Happy Gilmore;7.0;0
Jeepers Creepers;6.1;0
Bill & Ted's Excellent Adventure;6.9;0
Oliver!;7.5;0
The Best Exotic Marigold Hotel;7.3;48000
Recess: School's Out;6.5;227
Mad Max Beyond Thunderdome;6.2;0
Commando;6.7;0
The Boy;6.0;20000
Devil;6.3;16000
Friday After Next;5.8;981
Insidious: Chapter 3;6.1;29000
The Last Dragon;6.9;0
Snatch;8.3;27000
The Lawnmower Man;5.4;0
Nick and Norah's Infinite Playlist;6.7;0
Dogma;7.4;10000
The Banger Sisters;5.6;744
Twilight Zone: The Movie;6.5;0
Road House;6.5;0
A Low Down Dirty Shame;5.8;368
Swimfan;5.0;720
Employee of the Month;5.5;0
Can't Hardly Wait;6.5;0
The Outsiders;7.2;10000
Pete's Dragon;7.3;21000
The Dead Zone;7.2;0
Sinister 2;5.2;13000
Sparkle;5.7;0
Valentine;4.7;0
The Fourth Kind;5.9;15000
A Prairie Home Companion;6.8;683
Sugar Hill;5.9;331
Invasion U.S.A.;5.3;0
Roll Bounce;6.0;997
Rushmore;7.7;5000
Skyline;4.4;13000
The Second Best Exotic Marigold Hotel;6.6;21000
Kit Kittredge: An American Girl;6.7;851
The Perfect Man;5.5;767
Mo' Better Blues;6.5;720
Kung Pow: Enter the Fist;6.2;0
Tremors;7.1;11000
Wrong Turn;6.1;0
The Long Riders;7.1;680
The Corruptor;6.0;328
Mud;7.4;27000
Reno 911!: Miami;5.9;441
One Direction: This Is Us;4.1;0
The Goods: Live Hard, Sell Hard;5.8;0
Hey Arnold! The Movie;5.9;227
My Week with Marilyn;7.0;17000
The Matador;6.8;808
Love Jones;7.4;1000
The Gift;7.1;15000
End of the Spear;7.0;1000
Get Over It;5.8;0
Office Space;7.8;16000
Drop Dead Gorgeous;6.5;0
Big Eyes;7.0;20000
Very Bad Things;6.3;0
Sleepover;5.3;0
Body Double;6.8;0
MacGruber;5.5;0
Dirty Pretty Things;7.4;0
Movie 43;4.3;25000
The Tourist;6.0;25000
Over Her Dead Body;5.2;518
Seeking a Friend for the End of the World;6.7;25000
Cedar Rapids;6.3;0
Bones;7.9;0
American History X;8.6;35000
The Collection;6.1;14000
Teacher's Pet;5.8;49
The Red Violin;7.7;0
The Straight Story;8.0;0
Deuces Wild;5.6;398
Bad Words;6.7;0
Run, Fatboy, Run;6.6;0
Heartbeeps;4.2;425
Black or White;6.6;0
On the Line;4.1;0
Rescue Dawn;7.3;0
Danny Collins;7.1;0
Jeff, Who Lives at Home;6.5;0
I Am Love;7.0;0
Atlas Shrugged II: The Strike;5.5;0
Romeo Is Bleeding;6.6;561
The Limey;7.1;944
Crash;7.9;18000
The House of Mirth;7.1;345
Malone;5.6;208
Peaceful Warrior;7.3;0
Bucky Larson: Born to Be a Star;3.3;0
Bamboozled;6.5;1000
The Forest;4.8;10000
Sphinx;5.2;106
While We're Young;6.3;0
A Better Life;7.2;0
Spider;6.8;0
Gun Shy;5.7;242
Nicholas Nickleby;7.2;0
The Iceman;6.9;20000
Dekalog;9.1;0
Krrish;6.3;533
Cecil B. DeMented;6.2;795
Killer Joe;6.7;12000
The Joneses;6.5;0
Owning Mahowny;7.2;0
The Brothers Solomon;5.3;319
My Blueberry Nights;6.7;0
Illuminata;6.2;74
Swept Away;3.6;725
War, Inc.;5.7;883
Shaolin Soccer;7.3;0
The Brown Bunny;5.0;952
The Swindle;6.6;33
Rosewater;6.6;5000
The Chambermaid on the Titanic;6.8;85
Coriolanus;6.2;12000
Imaginary Heroes;7.3;345
High Heels and Low Lifes;6.2;117
World's Greatest Dad;6.9;0
Severance;6.6;0
Edmond;6.3;661
Welcome to the Rileys;7.0;0
Police Academy: Mission to Moscow;3.3;321
Blood Done Sign My Name;6.7;503
Cinco de Mayo, La Batalla;6.2;874
Elsa & Fred;6.5;0
An Alan Smithee Film: Burn Hollywood Burn;3.5;89
The Open Road;5.5;370
The Good Guy;5.9;1000
Motherhood;4.7;546
Free Style;4.2;58
Strangerland;5.2;0
The Janky Promoters;5.2;402
Blonde Ambition;3.9;160
The Oxford Murders;6.1;0
The Reef;5.8;0
Eulogy;6.7;376
White Noise 2: The Light;5.7;509
You Got Served: Beat the World;4.5;0
Fifty Dead Men Walking;6.9;0
Jungle Shuffle;4.8;186
Adam Resurrected;6.3;589
Of Horses and Men;6.9;1000
It's a Wonderful Afterlife;5.4;695
The Devil's Tomb;3.8;486
Partition;7.0;746
Good Intentions;5.2;119
The Good, the Bad, the Weird;7.3;0
Nurse 3D;4.6;0
Gunless;6.5;850
Adventureland;6.8;0
The Lost City;6.7;957
Next Friday;6.1;0
American Heist;5.2;0
You Only Live Twice;6.9;0
Plastic;6.0;1000
Amour;7.9;33000
Poltergeist III;4.5;616
Re-Kill;5.1;898
It's a Mad, Mad, Mad, Mad World;7.6;0
Volver;7.6;0
Heavy Metal;6.7;0
Gentlemen Broncos;6.1;0
Richard III;7.5;0
Into the Grizzly Maze;5.3;0
Kites;6.0;0
Melancholia;7.1;50000
Red Dog;7.5;10000
Jab Tak Hai Jaan;6.9;12000
Alien;8.5;23000
The Texas Chain Saw Massacre;7.5;0
The Runaways;6.6;0
Fiddler on the Roof;8.0;0
Thunderball;7.0;0
Detention;5.8;0
Loose Cannons;7.3;0
Set It Off;6.8;0
The Best Man;6.7;0
Child's Play;6.5;0
Sicko;8.0;0
The Purge: Anarchy;6.5;15000
Down to You;4.9;580
Harold & Kumar Go to White Castle;7.1;0
The Contender;7.0;1000
Boiler Room;7.0;0
Trading Places;7.5;0
Black Christmas;4.5;0
Breakin' All the Rules;5.5;266
Henry V;7.7;0
The Savages;7.2;0
Chasing Papi;4.8;419
The Way of the Gun;6.7;1000
Igby Goes Down;7.0;838
PCU;6.5;0
The Ultimate Gift;7.4;0
The Bold and the Beautiful;3.5;748
The Ice Pirates;5.7;0
Gracie;6.2;313
Trust the Man;5.7;215
Hamlet 2;6.4;1000
Velvet Goldmine;7.0;0
The Wailing;7.7;0
Glee: The 3D Concert Movie;5.4;0
The Legend of Suriyothai;6.6;124
Two Evil Eyes;6.1;375
Barbecue;6.1;348
All or Nothing;7.6;484
Princess Kaiulani;6.2;0
Opal Dream;6.6;135
Heist;6.1;0
Flame and Citron;7.3;0
Undiscovered;4.2;128
Red Riding: In the Year of Our Lord 1974;7.1;0
The Girl on the Train;6.0;120
Veronika Decides to Die;6.5;3000
Crocodile Dundee;6.5;0
Ultramarines: A Warhammer 40,000 Movie;5.7;0
The I Inside;6.1;458
Beneath Hill 60;7.1;0
Polisse;7.3;0
Awake;6.5;0
Star Wars: The Clone Wars;7.9;2000
Skin Trade;5.7;0
The Lost Boys;7.2;19000
Crazy Heart;7.3;0
The Rose;6.9;1000
Baggage Claim;5.0;0
Barbarella;5.9;0
Shipwrecked;6.7;278
Election;7.3;0
The Namesake;7.6;0
The DUFF;6.5;8000
Glitter;2.1;0
The Haunting in Connecticut 2: Ghosts of Georgia;5.3;0
Silmido;7.2;387
Bright Star;7.0;0
My Name Is Khan;8.0;27000
Footloose;6.5;0
All Is Lost;6.9;18000
Limbo;7.1;196
Namastey London;7.3;341
The Wind That Shakes the Barley;7.5;0
Yeh Jawaani Hai Deewani;6.9;0
The Karate Kid;7.2;0
Quo Vadis;7.2;1000
Repo! The Genetic Opera;6.7;8000
Valley of the Wolves: Iraq;6.0;467
Pulp Fiction;8.9;45000
The Muppet Movie;7.7;0
Nightcrawler;7.9;65000
Club Dread;5.6;713
The Sound of Music;8.0;15000
Splash;6.2;0
Little Miss Sunshine;7.9;15000
Stand by Me;8.1;24000
28 Days Later...;7.6;11000
You Got Served;3.5;0
Escape from Alcatraz;7.6;0
Brown Sugar;6.5;0
A Thin Line Between Love and Hate;5.6;559
50/50;7.7;40000
Shutter;5.2;0
Creepshow;6.9;0
That Awkward Moment;6.1;0
Modern Problems;5.0;495
Kicks;7.8;240
Much Ado About Nothing;7.4;0
On Her Majesty's Secret Service;6.8;0
The Player;7.1;0
New Nightmare;6.4;0
Drive Me Crazy;5.7;0
Akeelah and the Bee;7.5;0
Half Baked;6.7;0
New in Town;5.6;0
Syriana;7.0;0
American Psycho;7.6;18000
The Good Girl;6.5;938
Bon Cop Bad Cop;7.0;758
The Boondock Saints II: All Saints Day;6.3;0
The City of Your Final Destination;6.4;638
Enough Said;7.1;12000
Easy A;7.1;19000
The Inkwell;6.5;160
Shadow of the Vampire;6.9;0
Prom;5.4;0
The Pallbearer;4.9;125
Held Up;5.1;77
Woman on Top;5.3;859
Howards End;7.5;788
Preacher;8.3;18000
Anomalisa;7.3;0
Another Year;7.3;0
8 Women;7.1;0
Showdown in Little Tokyo;6.0;0
Clay Pigeons;6.6;515
It's Kind of a Funny Story;7.2;20000
Made in Dagenham;7.2;0
When Did You Last See Your Father?;6.9;429
Prefontaine;6.8;0
The Wicked Lady;4.0;79
The Secret of Kells;7.7;11000
Begin Again;7.4;43000
Down in the Valley;6.5;412
Brooklyn Rules;6.4;226
Restless;7.2;434
The Singing Detective;5.6;494
The Land Girls;6.3;75
Fido;6.8;0
The Wendell Baker Story;5.5;143
Wild Target;6.9;0
Pathology;6.0;3000
Wuthering Heights;7.7;0
10th & Wolf;6.4;294
Dear Wendy;6.6;532
Aloft;5.3;675
Akira;8.1;0
The Death and Life of Bobby Z;5.9;0
The Rocket: The Legend of Rocket Richard;7.7;520
Swelter;4.6;438
My Lucky Star;5.1;81
Imagine Me & You;6.9;0
Mr. Church;8.0;205
Swimming Pool;6.8;0
Green Street 3: Never Back Down;5.4;0
The Blood of Heroes;6.5;999
Code of Honor;4.2;689
Driving Miss Daisy;7.4;3000
Soul Food;6.9;508
Rumble in the Bronx;6.7;0
Far from Men;7.3;2000
Thank You for Smoking;7.6;0
Hostel: Part II;5.4;0
An Education;7.3;12000
Shopgirl;6.4;1000
The Hotel New Hampshire;6.0;345
Narc;7.2;1000
Men with Brooms;6.0;0
Witless Protection;3.1;140
The Work and the Glory;6.9;31
Extract;6.2;0
Masked and Anonymous;5.5;655
Alias Betty;6.9;26
Code 46;6.3;0
Outside Bet;4.8;223
Crash;7.9;18000
Albert Nobbs;6.7;0
Black November;5.6;389
Ta Ra Rum Pum;5.4;108
Persepolis;8.0;14000
The Hole;5.7;0
The Wave;7.6;25000
The Neon Demon;7.0;0
Harry Brown;7.2;0
Spider-Man 3;6.2;0
The Omega Code;3.5;129
Juno;7.5;10000
Pound of Flesh;5.1;0
Diamonds Are Forever;6.7;0
The Godfather;9.2;43000
Flashdance;6.1;0
500 Days of Summer;7.7;40000
The Piano;7.6;0
Magic Mike;6.1;54000
Darkness Falls;4.9;2000
Live and Let Die;6.8;0
My Dog Skip;7.0;0
Definitely, Maybe;7.2;0
Jumping the Broom;5.7;0
The Great Gatsby;7.3;115000
Good Night, and Good Luck.;7.5;0
Capote;7.4;0
Desperado;7.2;0
The Claim;6.5;141
Fargo;9.0;61000
Logan's Run;6.8;0
The Man with the Golden Gun;6.8;2000
Action Jackson;5.2;978
The Descent;7.2;10000
Michael Jordan to the Max;7.5;407
Devil's Due;4.0;0
Flirting with Disaster;6.8;824
The Devil's Rejects;6.9;0
Buffy the Vampire Slayer;8.2;6000
Dope;7.3;23000
In Too Deep;6.1;375
Skyfall;7.8;80000
House of 1000 Corpses;6.0;0
Alien Zone;4.1;44
A Serious Man;7.0;10000
Get Low;7.1;0
Warlock;6.2;0
Beyond the Lights;6.9;0
A Single Man;7.6;16000
The Last Temptation of Christ;7.6;0
Outside Providence;6.4;0
Bride & Prejudice;6.2;0
Rabbit-Proof Fence;7.5;0
Who's Your Caddy?;2.0;446
Split Second;6.2;0
Nikita;7.7;0
The Other Side of Heaven;6.5;650
Dark Angel;7.4;0
Veer-Zaara;7.9;2000
Redbelt;6.8;0
Cyrus;6.3;0
A Dog of Flanders;6.3;157
Auto Focus;6.6;357
Factory Girl;6.4;3000
We Need to Talk About Kevin;7.5;38000
The Christmas Candle;5.8;962
The Mighty Macs;6.5;797
Losin' It;4.8;168
Mother and Child;7.2;0
March or Die;6.3;122
Les visiteurs;7.0;0
Somewhere;6.3;0
I Hope They Serve Beer in Hell;5.3;0
Chairman of the Board;2.3;724
Hesher;7.1;19000
Dom Hemingway;6.2;0
Gerry;6.2;0
The Heart of Me;6.7;97
Freeheld;6.5;0
The Extra Man;5.9;916
Hard to Be a God;6.7;1000
Ca$h;6.0;694
Wah-Wah;6.9;311
The Boondock Saints;7.9;16000
Z Storm;5.3;55
Twixt;4.8;0
Snow Queen;5.3;453
Alpha and Omega 4: The Legend of the Saw Toothed Cave;6.0;41
Pale Rider;7.3;0
Stargate: The Ark of Truth;7.4;389
Dazed and Confused;7.7;10000
High School Musical 2;4.8;586
Two Lovers and a Bear;7.2;187
Criminal Activities;5.8;0
Aimee & Jaguar;7.3;687
The Chumscrubber;7.0;1000
Shade;6.4;413
House at the End of the Street;5.6;10000
Incendies;8.2;37000
Remember Me, My Love;6.5;282
Perrier's Bounty;6.4;663
Elite Squad;8.1;11000
Annabelle;5.4;45000
Bran Nue Dae;6.3;479
Boyz n the Hood;7.8;0
La Bamba;6.8;0
The Four Seasons;7.2;337
Dressed to Kill;7.1;0
The Adventures of Huck Finn;6.2;391
Go;7.3;0
Friends with Money;5.9;515
The Andromeda Strain;7.2;0
Bats;3.6;342
Nowhere in Africa;7.7;802
Shame;7.3;23000
Layer Cake;7.4;0
The Work and the Glory II: American Zion;6.6;19
The East;6.9;12000
A Home at the End of the World;6.8;1000
Aberdeen;7.3;260
The Messenger;7.2;0
Tracker;6.5;830
Control;7.7;13000
The Terminator;8.1;13000
Good Bye Lenin!;7.7;11000
The Damned United;7.6;0
The Return of the Living Dead;7.3;0
Gomorrah;8.7;0
Mallrats;7.2;0
Grease;7.2;13000
Platoon;8.1;9000
Fahrenheit 9/11;7.5;0
Butch Cassidy and the Sundance Kid;8.1;0
Mary Poppins;7.8;0
Ordinary People;7.8;0
Around the World in 80 Days;5.8;0
West Side Story;7.6;0
Caddyshack;7.4;0
The Brothers;6.3;478
The Wood;6.9;990
The Usual Suspects;8.6;28000
A Nightmare on Elm Street 5: The Dream Child;5.1;1000
Van Wilder: Party Liaison;6.4;0
The Wrestler;7.9;10000
Duel in the Sun;6.9;403
Best in Show;7.5;0
Escape from New York;7.2;0
School Daze;5.8;624
Daddy Day Camp;2.9;256
Mr. Nice Guy;6.2;355
A Mighty Wind;7.3;0
Mystic Pizza;6.2;0
War & Peace;8.2;11000
Sliding Doors;6.8;0
Tales from the Hood;6.1;985
The Last King of Scotland;7.7;0
Halloween 5;5.2;926
Bernie;6.8;15000
Dolphins and Whales 3D: Tribes of the Ocean;6.5;28
Pollock;7.0;0
200 Cigarettes;5.9;0
The Words;7.1;21000
Casa de mi Padre;5.5;9000
City Island;7.4;0
The Guard;7.3;17000
College;4.6;422
The Virgin Suicides;7.2;0
Little Voice;7.0;915
Miss March;5.1;985
Wish I Was Here;6.7;0
Simply Irresistible;5.3;901
Veronica Mars;8.4;0
Hedwig and the Angry Inch;7.8;0
Only the Strong;6.7;0
Goddess of Love;5.4;84
Shattered Glass;7.2;0
Novocaine;5.8;289
The Business of Strangers;6.4;29
The Wild Bunch;8.0;0
The Wackness;7.0;0
The Great Train Robbery;7.0;643
Morvern Callar;6.7;605
Beastmaster 2: Through the Portal of Time;3.8;125
The 5th Quarter;5.7;0
The Flower of Evil;6.6;52
The Greatest;6.7;0
Snow Flower and the Secret Fan;6.1;0
Come Early Morning;6.2;224
Lucky Break;6.2;30
Julia;7.4;733
Surfer, Dude;4.7;850
Lake of Fire;8.3;570
11:14;7.2;0
Men of War;5.8;176
Don McKay;5.9;275
Deadfall;6.3;0
A Shine of Rainbows;7.2;1000
The Hit List;5.4;0
Emma;8.2;0
Videodrome;7.3;0
L'auberge espagnole;7.3;0
Song One;5.8;0
Murder by Numbers;6.1;0
Winter in Wartime;7.1;0
Freaky Deaky;6.5;0
The Train;7.9;0
Trade of Innocents;5.4;543
The Protector;7.1;0
Stiff Upper Lips;6.4;109
The Inbetweeners;8.4;0
Bend It Like Beckham;6.7;0
Sunshine State;6.9;160
Crossover;2.1;244
Khiladi 786;4.3;365
[Rec] 2;6.6;4000
Standing Ovation;3.4;277
The Sting;8.3;0
Chariots of Fire;7.2;0
Diary of a Mad Black Woman;5.6;0
Shine;7.7;0
Don Jon;6.6;33000
High Plains Drifter;7.6;0
Ghost World;7.4;5000
Iris;7.1;0
Galaxina;3.4;438
The Chorus;7.9;0
Mambo Italiano;6.7;352
Wonderland;6.6;1000
Do the Right Thing;7.9;0
Harvard Man;4.9;113
Le Havre;7.2;0
Irreversible;7.4;13000
R100;6.1;543
Rang De Basanti;8.4;0
Animals;6.2;679
Salvation Boulevard;5.3;1000
The Ten;5.0;915
A Room for Romeo Brass;7.7;484
Headhunters;7.6;23000
Grabbers;6.3;11000
Saint Ralph;7.6;989
Miss Julie;5.6;0
Somewhere in Time;7.3;0
Dum Maaro Dum;6.2;421
Insidious: Chapter 2;6.6;35000
Saw II;6.6;0
10 Cloverfield Lane;7.3;33000
Jackass: The Movie;6.6;0
Lights Out;6.9;0
Paranormal Activity 3;5.8;24000
Ouija;4.4;18000
A Nightmare on Elm Street 3: Dream Warriors;6.6;0
The Gift;7.1;15000
Instructions Not Included;7.6;14000
Paranormal Activity 4;4.6;26000
The Robe;6.8;0
The Return of the Pink Panther;7.1;620
Freddy's Dead: The Final Nightmare;4.9;963
Monster;7.3;0
20,000 Leagues Under the Sea;7.2;0
Paranormal Activity: The Marked Ones;5.0;10000
The Elephant Man;8.2;9000
Dallas Buyers Club;8.0;65000
The Lazarus Effect;5.2;0
Memento;8.5;40000
Oculus;6.5;23000
Clerks II;7.4;0
Billy Elliot;7.7;0
The Way Way Back;7.4;22000
House Party 2;5.1;232
The Man from Snowy River;7.3;0
Doug's 1st Movie;5.0;122
The Apostle;7.2;1000
Mommie Dearest;6.7;0
Our Idiot Brother;6.4;11000
Race;7.1;0
The Players Club;5.6;575
O;6.2;0
As Above, So Below;6.1;14000
Addicted;5.2;0
Eve's Bayou;7.3;599
Still Alice;7.5;45000
The Egyptian;6.6;376
Nighthawks;6.4;0
Friday the 13th Part VIII: Jason Takes Manhattan;4.5;1000
My Big Fat Greek Wedding;6.6;5000
Spring Breakers;5.3;25000
Halloween: The Curse of Michael Myers;4.9;0
Y Tu Mamá También;7.7;0
Shaun of the Dead;8.0;19000
The Haunting of Molly Hartley;3.8;562
Lone Star;7.6;0
Halloween 4: The Return of Michael Myers;5.9;0
April Fool's Day;6.2;0
Diner;7.2;0
Lone Wolf McQuade;6.3;0
Apollo 18;5.2;0
Sunshine Cleaning;6.9;0
No Escape;6.8;16000
The Beastmaster;6.2;0
Solomon and Sheba;6.2;270
Fifty Shades of Black;3.5;11000
Not Easily Broken;6.1;738
A Farewell to Arms;6.6;213
The Perfect Match;4.5;740
Digimon: The Movie;5.9;207
Saved!;6.9;0
The Barbarian Invasions;7.7;0
Robin and Marian;6.6;672
The Forsaken;5.3;327
Force 10 from Navarone;6.3;729
UHF;7.0;0
Grandma's Boy;7.0;0
Slums of Beverly Hills;6.6;462
Once Upon a Time in the West;8.6;10000
Made;6.4;393
Moon;7.9;47000
Keeping Up with the Steins;5.4;249
Sea Rex 3D: Journey to a Prehistoric World;6.9;89
The Sweet Hereafter;7.7;920
