movie_title;title_year;country;language;duration;director_name;budget;gross
Yes;2004.0;UK;English;100.0;Sally Potter;1000000.0;396035.0
You Can't Take It with You;1938.0;USA;English;126.0;Frank Capra;1644736.0;
From Here to Eternity;1953.0;USA;English;118.0;Fred Zinnemann;1650000.0;
She Wore a Yellow Ribbon;1949.0;USA;English;103.0;John Ford;1600000.0;
Grace Unplugged;2013.0;USA;English;102.0;Brad J. Silverman;;2507106.0
Foolish;1999.0;USA;English;84.0;Dave Meyers;2000000.0;6026908.0
N-Secure;2010.0;USA;English;;David M. Matthews;;2592808.0
Caramel;2007.0;France;Arabic;95.0;Nadine Labaki;1300000.0;1060591.0
Out of the Dark;2014.0;USA;English;92.0;Lluís Quílez;;
The Bubble;2006.0;Israel;Hebrew;90.0;Eytan Fox;1500000.0;155972.0
The Conversation;1974.0;USA;English;113.0;Francis Ford Coppola;1600000.0;
Dil Jo Bhi Kahey...;2005.0;India;English;;Romesh Sharma;70000000.0;129319.0
Mississippi Mermaid;1969.0;France;French;123.0;François Truffaut;1600000.0;26893.0
I Love Your Work;2003.0;USA;English;111.0;Adam Goldberg;1650000.0;2580.0
Cabin Fever;2016.0;USA;English;99.0;Travis Zariwny;;
Dawn of the Dead;2004.0;USA;English;110.0;Zack Snyder;26000000.0;58885635.0
Waitress;2007.0;USA;English;108.0;Adrienne Shelly;2000000.0;19067631.0
Bloodsport;1988.0;USA;English;92.0;Newt Arnold;1100000.0;11806119.0
Mr. Smith Goes to Washington;1939.0;USA;English;120.0;Frank Capra;1500000.0;
Kids;1995.0;USA;English;91.0;Larry Clark;1500000.0;7417210.0
The Squid and the Whale;2005.0;USA;English;88.0;Noah Baumbach;1500000.0;7362100.0
Kissing Jessica Stein;2001.0;USA;English;97.0;Charles Herman-Wurmfeld;1000000.0;7022940.0
A Woman, a Gun and a Noodle Shop;2009.0;China;Mandarin;95.0;Yimou Zhang;;190666.0
Kickboxer: Vengeance;2016.0;USA;;90.0;John Stockwell;17000000.0;
Spellbound;1945.0;USA;English;95.0;Alfred Hitchcock;1696377.0;
Exotica;1994.0;Canada;English;103.0;Atom Egoyan;2000000.0;5132222.0
Buffalo '66;1998.0;USA;English;110.0;Vincent Gallo;1500000.0;2365931.0
Insidious;2010.0;USA;English;103.0;James Wan;1500000.0;53991137.0
Repo Man;1984.0;USA;English;92.0;Alex Cox;1500000.0;
Nine Queens;2000.0;Argentina;Spanish;114.0;Fabián Bielinsky;1500000.0;1221261.0
The Gatekeepers;2012.0;Israel;Hebrew;101.0;Dror Moreh;;2408553.0
The Ballad of Jack and Rose;2005.0;USA;English;112.0;Rebecca Miller;1500000.0;712294.0
The To Do List;2013.0;USA;English;104.0;Maggie Carey;1500000.0;3447339.0
Killing Zoe;1993.0;France;English;99.0;Roger Avary;1500000.0;418953.0
The Believer;2001.0;USA;English;98.0;Henry Bean;1500000.0;406035.0
Snow Angels;2007.0;USA;English;107.0;David Gordon Green;;402820.0
Unsullied;2014.0;USA;English;93.0;Simeon Rice;1500000.0;
Session 9;2001.0;USA;English;100.0;Brad Anderson;1500000.0;373967.0
I Want Someone to Eat Cheese With;2006.0;USA;English;80.0;Jeff Garlin;1500000.0;194568.0
Mooz-Lum;2010.0;USA;English;94.0;Qasim Basir;;
Hatchet;2006.0;USA;English;93.0;Adam Green;1500000.0;
Modern Times;1936.0;USA;English;87.0;Charles Chaplin;1500000.0;163245.0
Stolen Summer;2002.0;USA;English;91.0;Pete Jones;1500000.0;119841.0
My Name Is Bruce;2007.0;USA;English;84.0;Bruce Campbell;1500000.0;173066.0
The Salon;2005.0;USA;English;90.0;Mark Brown;1500000.0;92362.0
Road Hard;2015.0;USA;English;98.0;Adam Carolla;1500000.0;105943.0
Forty Shades of Blue;2005.0;USA;English;108.0;Ira Sachs;1500000.0;
Amigo;2010.0;USA;English;124.0;John Sayles;1700000.0;183490.0
Pontypool;2008.0;Canada;English;95.0;Bruce McDonald;1500000.0;3478.0
Trucker;2008.0;USA;English;90.0;James Mottern;2000000.0;52166.0
Me You and Five Bucks;2015.0;USA;English;93.0;Jaime Zevallos;1500000.0;
The Lords of Salem;2012.0;USA;English;101.0;Rob Zombie;2500000.0;1163508.0
Housebound;2014.0;New Zealand;English;107.0;Gerard Johnstone;350000.0;
Wal-Mart: The High Cost of Low Price;2005.0;USA;English;20.0;Robert Greenwald;1500000.0;
Fetching Cody;2005.0;Canada;English;87.0;David Ray;1500000.0;
Once Upon a Time in Queens;2013.0;USA;English;98.0;Dave Rodriguez;1500000.0;
Closer to the Moon;2014.0;Romania;English;112.0;Nae Caranfil;5000000.0;
Mutant World;2014.0;Canada;English;82.0;David Winning;1500000.0;
Growing Up Smith;2015.0;USA;English;102.0;Frank Lotito;2000000.0;
Checkmate;2015.0;USA;English;97.0;Timothy Woodward Jr.;1500000.0;
Jack Reacher;2012.0;USA;English;130.0;Christopher McQuarrie;60000000.0;80033643.0
#Horror;2015.0;USA;English;101.0;Tara Subkoff;1500000.0;
Wind Walkers;2015.0;USA;English;93.0;Russell Friedenberg;2000000.0;
Snow White and the Seven Dwarfs;1937.0;USA;English;83.0;William Cottrell;2000000.0;184925485.0
The Holy Girl;2004.0;Argentina;Spanish;106.0;Lucrecia Martel;1400000.0;304124.0
Shalako;1968.0;UK;English;113.0;Edward Dmytryk;1455000.0;
Incident at Loch Ness;2004.0;UK;English;94.0;Zak Penn;1400000.0;36830.0
The Dog Lover;2016.0;USA;English;101.0;Alex Ranarivelo;2000000.0;
Girl House;2014.0;Canada;English;99.0;Jon Knautz;3150000.0;
The Blue Room;2014.0;France;French;76.0;Mathieu Amalric;;231186.0
House at the End of the Drive;2014.0;USA;English;91.0;David Worth;1400000.0;
Batman: The Movie;1966.0;USA;English;105.0;Leslie H. Martinson;1377800.0;
Lock, Stock and Two Smoking Barrels;1998.0;UK;English;120.0;Guy Ritchie;960000.0;3650677.0
The Ballad of Gregorio Cortez;1982.0;USA;English;105.0;Robert M. Young;1250000.0;
The Streets of San Francisco;;USA;English;120.0;;;
The Celebration;1998.0;Denmark;Danish;105.0;Thomas Vinterberg;1300000.0;1647780.0
Trees Lounge;1996.0;USA;English;95.0;Steve Buscemi;1300000.0;695229.0
Journey from the Fall;2006.0;USA;Vietnamese;135.0;Ham Tran;1592000.0;638951.0
The Basket;1999.0;USA;English;105.0;Rich Cowan;1300000.0;609042.0
Eddie: The Sleepwalking Cannibal;2012.0;Canada;English;83.0;Boris Rodriguez;1500000.0;1521.0
Mercury Rising;1998.0;USA;English;111.0;Harold Becker;60000000.0;32940507.0
Space: Above and Beyond;;USA;English;60.0;;5000000.0;
Queen of the Mountains;2014.0;Kyrgyzstan;English;135.0;Sadyk Sher-Niyaz;1400000.0;
Def-Con 4;1985.0;Canada;English;88.0;Paul Donovan;1750000.0;
The Hebrew Hammer;2003.0;USA;English;87.0;Jonathan Kesselman;1000000.0;19539.0
Neal 'N' Nikki;2005.0;India;English;97.0;Arjun Sablok;1500000.0;100358.0
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It;2010.0;USA;English;82.0;Craig Moss;1300000.0;
Forget Me Not;2009.0;USA;English;103.0;Tyler Oliver;1300000.0;
Rebecca;1940.0;USA;English;130.0;Alfred Hitchcock;1288000.0;
Friday the 13th Part 2;1981.0;USA;English;87.0;Steve Miner;1250000.0;19100000.0
The Lost Weekend;1945.0;USA;English;101.0;Billy Wilder;1250000.0;
C.H.U.D.;1984.0;USA;English;96.0;Douglas Cheek;1250000.0;
Filly Brown;2012.0;USA;English;80.0;Youssef Delara;427000.0;2833383.0
The Lion of Judah;2011.0;USA;English;87.0;Deryck Broom;15000000.0;
Niagara;1953.0;USA;English;92.0;Henry Hathaway;1250000.0;
How Green Was My Valley;1941.0;USA;English;118.0;John Ford;1250000.0;
The Girlfriend Experience;;USA;English;27.0;;;
Da Sweet Blood of Jesus;2014.0;USA;English;123.0;Spike Lee;1420000.0;
Sex, Lies, and Videotape;1989.0;USA;English;100.0;Steven Soderbergh;1200000.0;24741700.0
Saw;2004.0;USA;English;103.0;James Wan;1200000.0;55153403.0
Super Troopers;2001.0;USA;English;100.0;Jay Chandrasekhar;1200000.0;18488314.0
The Algerian;2014.0;USA;English;99.0;Giovanni Zelko;1300000.0;
The Amazing Catfish;2013.0;Mexico;Spanish;89.0;Claudia Sainte-Luce;1300000.0;11278.0
The Day the Earth Stood Still;2008.0;USA;English;104.0;Scott Derrickson;80000000.0;79363785.0
Monsoon Wedding;2001.0;India;Hindi;114.0;Mira Nair;7000000.0;13876974.0
You Can Count on Me;2000.0;USA;English;111.0;Kenneth Lonergan;1200000.0;9180275.0
The Trouble with Harry;1955.0;USA;English;99.0;Alfred Hitchcock;1200000.0;
Lucky Number Slevin;2006.0;Germany;English;110.0;Paul McGuigan;27000000.0;22494487.0
But I'm a Cheerleader;1999.0;USA;English;85.0;Jamie Babbit;1200000.0;2199853.0
Home Run;2013.0;USA;English;113.0;David Boyd;1200000.0;2859955.0
Reservoir Dogs;1992.0;USA;English;99.0;Quentin Tarantino;1200000.0;2812029.0
The Blue Bird;1940.0;USA;English;83.0;Walter Lang;;
The Good, the Bad and the Ugly;1966.0;Italy;Italian;142.0;Sergio Leone;1200000.0;6100000.0
The Second Mother;2015.0;Brazil;Portuguese;112.0;Anna Muylaert;4000000.0;375723.0
Blue Like Jazz;2012.0;USA;English;108.0;Steve Taylor;1200000.0;594904.0
Down and Out with the Dolls;2001.0;USA;English;88.0;Kurt Voss;1200000.0;58936.0
Pink Ribbons, Inc.;2011.0;Canada;English;97.0;Léa Pool;1200000.0;24784.0
Certifiably Jonathan;2007.0;USA;English;85.0;James David Pasternak;1200000.0;7826.0
Q;2011.0;France;French;103.0;Laurent Bouhnik;1500000.0;
The Knife of Don Juan;2013.0;USA;Spanish;110.0;Tom Sanchez;1200000.0;3830.0
Grand Theft Parsons;2003.0;USA;English;88.0;David Caffrey;;
Extreme Movie;2008.0;USA;English;76.0;Adam Jay Epstein;;
The Charge of the Light Brigade;1936.0;USA;English;100.0;Michael Curtiz;1200000.0;
Below Zero;2011.0;Canada;English;99.0;Justin Thomas Ostensen;1200000.0;
Crowsnest;2012.0;Canada;English;84.0;Brenton Spencer;1200000.0;
Airborne;1993.0;USA;English;91.0;Rob Bowman;2600000.0;2850263.0
Cotton Comes to Harlem;1970.0;USA;English;97.0;Ossie Davis;1200000.0;
The Wicked Within;2015.0;USA;English;84.0;Jay Alaimo;1200000.0;
Bleeding Hearts;2015.0;USA;English;100.0;Dylan Bank;1200000.0;
Waiting...;2005.0;USA;English;94.0;Rob McKittrick;3000000.0;16101109.0
Dead Man's Shoes;2004.0;UK;English;90.0;Shane Meadows;695393.0;6013.0
Wolf Creek;;Australia;English;;;;
From a Whisper to a Scream;1987.0;USA;English;92.0;Jeff Burr;1100000.0;1400000.0
Sex with Strangers;2002.0;USA;English;105.0;Harry Gantz;;247740.0
Dracula: Pages from a Virgin's Diary;2002.0;Canada;English;73.0;Guy Maddin;1600000.0;39659.0
Faith Like Potatoes;2006.0;South Africa;Zulu;116.0;Regardt van den Bergh;10000000.0;
Beyond the Black Rainbow;2010.0;Canada;English;110.0;Panos Cosmatos;1100000.0;56129.0
The Raid: Redemption;2011.0;Indonesia;Indonesian;102.0;Gareth Evans;1100000.0;4105123.0
The Dead Undead;2010.0;USA;English;89.0;Matthew R. Anderson;1100000.0;
The Vatican Exorcisms;2013.0;Italy;English;76.0;Joe Marino;1100000.0;
Casablanca;1942.0;USA;English;82.0;Michael Curtiz;950000.0;
Lake Mungo;2008.0;Australia;English;89.0;Joel Anderson;1400000.0;
Rocket Singh: Salesman of the Year;2009.0;India;Hindi;150.0;Shimit Amin;;
Silent Running;1972.0;USA;English;89.0;Douglas Trumbull;1000000.0;
Rocky;1976.0;USA;English;145.0;John G. Avildsen;960000.0;117235247.0
The Sleepwalker;2014.0;Norway;English;91.0;Mona Fastvold;1100000.0;
The Fog;1980.0;USA;English;89.0;John Carpenter;1000000.0;21378000.0
Tom Jones;1963.0;UK;English;121.0;Tony Richardson;1000000.0;
Unfriended;2014.0;USA;English;83.0;Levan Gabriadze;1000000.0;31537320.0
Taxi Driver;1976.0;USA;English;110.0;Martin Scorsese;1300000.0;
The Howling;1981.0;USA;English;91.0;Joe Dante;1000000.0;17986000.0
Dr. No;1962.0;UK;English;110.0;Terence Young;1100000.0;16067035.0
Chernobyl Diaries;2012.0;USA;English;86.0;Bradley Parker;1000000.0;18112929.0
Hellraiser;1987.0;UK;English;86.0;Clive Barker;1000000.0;14564027.0
God's Not Dead 2;2016.0;USA;English;120.0;Harold Cronk;5000000.0;20773070.0
Cry_Wolf;2005.0;USA;English;90.0;Jeff Wadlow;1000000.0;10042266.0
Godzilla 2000;1999.0;Japan;Japanese;99.0;Takao Okawara;1000000000.0;10037390.0
Blue Valentine;2010.0;USA;English;112.0;Derek Cianfrance;3500000.0;9701559.0
Transamerica;2005.0;USA;English;103.0;Duncan Tucker;1000000.0;9013113.0
The Devil Inside;2012.0;USA;English;83.0;William Brent Bell;1000000.0;53245055.0
Beyond the Valley of the Dolls;1970.0;USA;English;109.0;Russ Meyer;900000.0;9000000.0
Love Me Tender;1956.0;USA;English;89.0;Robert D. Webb;1000000.0;
An Inconvenient Truth;2006.0;USA;English;96.0;Davis Guggenheim;;23808111.0
Sands of Iwo Jima;1949.0;USA;English;109.0;Allan Dwan;1000000.0;
Shine a Light;2008.0;USA;English;122.0;Martin Scorsese;;5355376.0
The Green Inferno;2013.0;USA;English;100.0;Eli Roth;6000000.0;7186670.0
Departure;2015.0;UK;English;109.0;Andrew Steggall;1100000.0;
The Sessions;2012.0;USA;English;95.0;Ben Lewin;1000000.0;5997134.0
Food, Inc.;2008.0;USA;English;94.0;Robert Kenner;;4417124.0
October Baby;2011.0;USA;English;107.0;Andrew Erwin;;5355847.0
Next Stop Wonderland;1998.0;USA;English;104.0;Brad Anderson;1000000.0;3386698.0
Juno;2007.0;USA;English;96.0;Jason Reitman;7500000.0;143492840.0
The Skeleton Twins;2014.0;USA;English;93.0;Craig Johnson;;5283379.0
Martha Marcy May Marlene;2011.0;USA;English;102.0;Sean Durkin;;2981638.0
Obvious Child;2014.0;USA;English;84.0;Gillian Robespierre;;3122616.0
Frozen River;2008.0;USA;English;97.0;Courtney Hunt;1000000.0;2508841.0
20 Feet from Stardom;2013.0;USA;English;91.0;Morgan Neville;1000000.0;4946250.0
Two Girls and a Guy;1997.0;USA;English;84.0;James Toback;1000000.0;1950218.0
Walking and Talking;1996.0;UK;English;86.0;Nicole Holofcener;1000000.0;1277257.0
The Full Monty;1997.0;UK;English;91.0;Peter Cattaneo;3500000.0;45857453.0
Who Killed the Electric Car?;2006.0;USA;English;92.0;Chris Paine;1000000.0;1677838.0
The Broken Hearts Club: A Romantic Comedy;2000.0;USA;English;94.0;Greg Berlanti;1000000.0;1744858.0
Bubba Ho-Tep;2002.0;USA;English;92.0;Don Coscarelli;1000000.0;
Goosebumps;2015.0;USA;English;103.0;Rob Letterman;58000000.0;80021740.0
Slam;1998.0;USA;English;100.0;Marc Levin;1000000.0;982214.0
Brigham City;2001.0;USA;English;119.0;Richard Dutcher;1000000.0;798341.0
Fiza;2000.0;India;Hindi;167.0;Khalid Mohamed;1000000.0;610991.0
History of the World: Part I;1981.0;USA;English;92.0;Mel Brooks;11000000.0;
Orgazmo;1997.0;USA;English;92.0;Trey Parker;1000000.0;582024.0
All the Real Girls;2003.0;USA;English;108.0;David Gordon Green;2500000.0;548712.0
Dream with the Fishes;1997.0;USA;English;97.0;Finn Taylor;1000000.0;464655.0
Blue Car;2002.0;USA;English;88.0;Karen Moncrieff;1000000.0;464126.0
Luminarias;2000.0;USA;English;100.0;José Luis Valenzuela;1000000.0;428535.0
Palo Alto;2013.0;USA;English;100.0;Gia Coppola;;750100.0
Ajami;2009.0;Germany;Arabic;124.0;Scandar Copti;;621240.0
Wristcutters: A Love Story;2006.0;USA;English;88.0;Goran Dukic;1000000.0;104077.0
I Origins;2014.0;USA;English;106.0;Mike Cahill;;334658.0
The Battle of Shaker Heights;2003.0;USA;English;79.0;Efram Potelle;1000000.0;279282.0
The Lovely Bones;2009.0;USA;English;135.0;Peter Jackson;65000000.0;43982842.0
The Act of Killing;2012.0;UK;Indonesian;96.0;Joshua Oppenheimer;1000000.0;484221.0
Taxi to the Dark Side;2007.0;USA;English;53.0;Alex Gibney;1000000.0;274661.0
Once in a Lifetime: The Extraordinary Story of the New York Cosmos;2006.0;UK;English;97.0;Paul Crowder;1000000.0;144431.0
Guiana 1838;2004.0;USA;English;120.0;Rohit Jagessar;;227241.0
Lisa Picard Is Famous;2000.0;USA;English;90.0;Griffin Dunne;;112521.0
Antarctica: A Year on Ice;2013.0;New Zealand;English;91.0;Anthony Powell;1000000.0;287761.0
A Lego Brickumentary;2014.0;Denmark;English;93.0;Kief Davidson;1000000.0;100240.0
Hardflip;2012.0;USA;English;112.0;Johnny Remo;1000000.0;96734.0
Chocolate: Deep Dark Secrets;2005.0;India;Hindi;160.0;Vivek Agnihotri;1500000.0;49000.0
The House of the Devil;2009.0;USA;English;95.0;Ti West;900000.0;100659.0
The Perfect Host;2010.0;USA;English;93.0;Nick Tomnay;500000.0;48430.0
Safe Men;1998.0;USA;English;88.0;John Hamburg;1000000.0;21210.0
Speedway Junky;1999.0;USA;English;105.0;Nickolas Perry;1000000.0;
The Last Big Thing;1996.0;USA;English;98.0;Dan Zukovic;;22434.0
The Specials;2000.0;USA;English;82.0;Craig Mazin;1000000.0;12996.0
16 to Life;2009.0;USA;English;89.0;Becky Smith;1000000.0;
Alone with Her;2006.0;USA;English;78.0;Eric Nicholas;1000000.0;10018.0
Creative Control;2015.0;USA;English;97.0;Benjamin Dickinson;1000000.0;62480.0
Special;2006.0;USA;English;81.0;Hal Haberman;1000000.0;6387.0
Sparkler;1997.0;USA;English;90.0;Darren Stein;;5494.0
The Helix... Loaded;2005.0;USA;English;97.0;A. Raven Cruz;1000000.0;
In Her Line of Fire;2006.0;Germany;English;88.0;Brian Trenchard-Smith;1000000.0;721.0
The Jimmy Show;2001.0;USA;English;96.0;Frank Whaley;1500000.0;703.0
Heli;2013.0;Mexico;Spanish;105.0;Amat Escalante;1000000.0;
Karachi se Lahore;2015.0;Pakistan;Urdu;;Wajahat Rauf;1000000.0;
Loving Annabelle;2006.0;USA;English;76.0;Katherine Brooks;1000000.0;
Hits;2014.0;USA;English;96.0;David Cross;1000000.0;
Jimmy and Judy;2006.0;USA;English;99.0;Randall Rubin;1000000.0;
Frat Party;2009.0;USA;English;90.0;Robert Bennett;1000000.0;
The Party's Over;1965.0;UK;English;94.0;Guy Hamilton;;
Proud;2004.0;USA;English;87.0;Mary Pat Kelly;1000000.0;
The Poker House;2008.0;USA;English;93.0;Lori Petty;;
Childless;2008.0;USA;English;90.0;Charlie Levi;1000000.0;
ZMD: Zombies of Mass Destruction;2009.0;USA;English;89.0;Kevin Hamedani;500000.0;
Snow White: A Deadly Summer;2012.0;USA;English;83.0;David DeCoteau;1000000.0;
Hidden Away;2014.0;Spain;Spanish;96.0;Mikel Rueda;;
My Last Day Without You;2011.0;USA;English;90.0;Stefan C. Schaefer;1000000.0;
Steppin: The Movie;2009.0;USA;English;138.0;Michael Taliferro;1000000.0;
Doc Holliday's Revenge;2014.0;USA;English;84.0;David DeCoteau;1000000.0;
Black Rock;2012.0;USA;English;83.0;Katie Aselton;;
Truth or Die;2012.0;UK;English;96.0;Robert Heath;1000000.0;
The Pet;2006.0;USA;English;94.0;D. Stevens;1000000.0;
Bang Bang Baby;2014.0;Canada;English;90.0;Jeffrey St. Jules;1000000.0;
Fear Clinic;2015.0;USA;English;95.0;Robert Hall;1000000.0;
Zombie Hunter;2013.0;USA;English;93.0;K. King;1000000.0;
A Fine Step;2014.0;USA;;111.0;Jonathan Meyers;1000000.0;
Trance;2013.0;UK;English;101.0;Danny Boyle;20000000.0;2319187.0
Charly;1968.0;USA;English;103.0;Ralph Nelson;;
Banshee Chapter;2013.0;Germany;English;87.0;Blair Erickson;950000.0;
Jesse;;USA;English;30.0;;;
Ask Me Anything;2014.0;USA;English;100.0;Allison Burnett;950000.0;
And Then Came Love;2007.0;USA;English;90.0;Richard Schenkman;989000.0;
Food Chains;2014.0;USA;English;83.0;Sanjay Rawal;913000.0;
On the Waterfront;1954.0;USA;English;108.0;Elia Kazan;910000.0;9600000.0
L!fe Happens;2011.0;USA;English;100.0;Kat Coiro;930000.0;20186.0
4 Months, 3 Weeks and 2 Days;2007.0;Romania;Romanian;113.0;Cristian Mungiu;590000.0;1185783.0
The Horror Network Vol. 1;2015.0;USA;English;97.0;Brian Dorton;3000000.0;
Hard Candy;2005.0;USA;English;104.0;David Slade;950000.0;1007962.0
The Quiet;2005.0;USA;English;91.0;Jamie Babbit;900000.0;381186.0
Circumstance;2011.0;France;Persian;107.0;Maryam Keshavarz;;439958.0
Fruitvale Station;2013.0;USA;English;85.0;Ryan Coogler;900000.0;16097842.0
The Brass Teapot;2012.0;USA;English;101.0;Ramaa Mosley;900000.0;6643.0
Bambi;1942.0;USA;English;70.0;James Algar;;102797150.0
The Hammer;2007.0;USA;English;88.0;Charles Herman-Wurmfeld;850000.0;442638.0
Snitch;2013.0;USA;English;112.0;Ric Roman Waugh;15000000.0;42919096.0
Latter Days;2003.0;USA;English;107.0;C. Jay Cox;850000.0;819939.0
Elza;2011.0;France;French;78.0;Mariette Monpierre;900000.0;
1982;2013.0;USA;English;90.0;Tommy Oliver;1000000.0;
For a Good Time, Call...;2012.0;USA;English;88.0;Jamie Travis;850000.0;1243961.0
Celeste & Jesse Forever;2012.0;USA;English;92.0;Lee Toland Krieger;;3094687.0
Time Changer;2002.0;USA;English;95.0;Rich Christiano;825000.0;15278.0
London to Brighton;2006.0;UK;English;85.0;Paul Andrew Williams;500000.0;
American Hero;2015.0;USA;English;86.0;Nick Love;990000.0;
Windsor Drive;2015.0;USA;English;90.0;Natalie Bible';100000.0;
A Separation;2011.0;Iran;Persian;123.0;Asghar Farhadi;500000.0;7098492.0
Crying with Laughter;2009.0;UK;English;93.0;Justin Molotnikov;;
Welcome to the Dollhouse;1995.0;USA;English;88.0;Todd Solondz;800000.0;4771000.0
Ruby in Paradise;1993.0;USA;English;114.0;Victor Nunez;800000.0;1001437.0
Raising Victor Vargas;2002.0;France;English;88.0;Peter Sollett;800000.0;2073984.0
Pandora's Box;1929.0;Germany;German;110.0;Georg Wilhelm Pabst;;9950.0
Harrison Montgomery;2008.0;USA;English;95.0;Daniel Davila;850000.0;
Live-In Maid;2004.0;Argentina;Spanish;83.0;Jorge Gaggero;800000.0;
Deterrence;1999.0;France;English;104.0;Rod Lurie;800000.0;144583.0
The Mudge Boy;2003.0;USA;English;94.0;Michael Burke;800000.0;
The Young Unknowns;2000.0;USA;English;87.0;Catherine Jelski;;58163.0
Not Cool;2014.0;USA;English;93.0;Shane Dawson;600000.0;35688.0
Dead Snow;2009.0;Norway;Norwegian;91.0;Tommy Wirkola;800000.0;41709.0
Saints and Soldiers;2003.0;USA;English;90.0;Ryan Little;780000.0;1310270.0
Vessel;2012.0;USA;English;14.0;Clark Baker;;
American Graffiti;1973.0;USA;English;112.0;George Lucas;777000.0;115000000.0
Iraq for Sale: The War Profiteers;2006.0;USA;English;75.0;Robert Greenwald;750000.0;
Aqua Teen Hunger Force Colon Movie Film for Theaters;2007.0;USA;English;86.0;Matt Maiellaro;750000.0;5518918.0
Safety Not Guaranteed;2012.0;USA;English;86.0;Colin Trevorrow;750000.0;4007792.0
Kevin Hart: Laugh at My Pain;2011.0;USA;English;89.0;Leslie Small;;7705974.0
Kill List;2011.0;UK;English;95.0;Ben Wheatley;500000.0;26297.0
The Innkeepers;2011.0;USA;English;101.0;Ti West;750000.0;77501.0
The Unborn;2009.0;USA;English;89.0;David S. Goyer;16000000.0;42638165.0
The Conformist;1970.0;Italy;Italian;106.0;Bernardo Bertolucci;750000.0;
Interview with the Assassin;2002.0;USA;English;88.0;Neil Burger;750000.0;47329.0
Donkey Punch;2008.0;UK;English;99.0;Oliver Blackburn;900000.0;18378.0
All the Boys Love Mandy Lane;2006.0;USA;English;90.0;Jonathan Levine;750000.0;
Bled;2009.0;USA;English;95.0;Christopher Hutson;750000.0;
High Noon;1952.0;USA;English;85.0;Fred Zinnemann;750000.0;
Hoop Dreams;1994.0;USA;English;170.0;Steve James;700000.0;7830611.0
Rize;2005.0;USA;English;86.0;David LaChapelle;;3278611.0
Destiny;2014.0;USA;English;;Joseph Kosinski;;
L.I.E.;2001.0;USA;English;97.0;Michael Cuesta;700000.0;1141829.0
The Sisterhood of Night;2014.0;USA;English;104.0;Caryn Waechter;1000000.0;
B-Girl;2009.0;USA;English;88.0;Emily Dell;;
King Kong;2005.0;New Zealand;English;201.0;Peter Jackson;207000000.0;218051260.0
House of Wax;2005.0;Australia;English;108.0;Jaume Collet-Serra;30000000.0;32048809.0
Half Nelson;2006.0;USA;English;106.0;Ryan Fleck;700000.0;2694973.0
Naturally Native;1998.0;USA;English;107.0;Jennifer Wynne Farmer;700000.0;10508.0
Hav Plenty;1997.0;USA;English;84.0;Christopher Scott Cherot;650000.0;2301777.0
Adulterers;2015.0;USA;English;91.0;H.M. Coakley;750000.0;
Escape from Tomorrow;2013.0;USA;English;90.0;Randy Moore;;169719.0
Starsuckers;2009.0;UK;English;103.0;Chris Atkins;400000.0;
The Hadza: Last of the First;2014.0;USA;English;71.0;Bill Benenson;650000.0;
After;2012.0;USA;English;90.0;Ryan Smith;650000.0;
Treachery;2013.0;USA;English;67.0;Travis Romero;625000.0;
Walter;2015.0;USA;English;94.0;Anna Mastro;700000.0;
Top Hat;1935.0;USA;English;81.0;Mark Sandrich;609000.0;3000000.0
The Blair Witch Project;1999.0;USA;English;81.0;Daniel Myrick;60000.0;140530114.0
Woodstock;1970.0;USA;English;215.0;Michael Wadleigh;600000.0;13300000.0
The Kentucky Fried Movie;1977.0;USA;English;83.0;John Landis;650000.0;
Mercy Streets;2000.0;USA;English;106.0;Jon Gunn;600000.0;171988.0
Arnolds Park;2007.0;USA;English;103.0;Gene Teigland;600000.0;23616.0
Broken Vessels;1998.0;USA;English;90.0;Scott Ziehl;600000.0;13493.0
Water & Power;2013.0;USA;English;88.0;Richard Montoya;;79043.0
They Will Have to Kill Us First;2015.0;UK;French;105.0;Johanna Schwartz;400000.0;
Crop Circles: Quest for Truth;2002.0;USA;English;115.0;William Gazecki;750000.0;
Light from the Darkroom;2014.0;USA;English;90.0;Lance McDaniel;600000.0;
Irreplaceable;2016.0;France;French;102.0;Thomas Lilti;;
The Maid's Room;2013.0;USA;English;98.0;Michael Walker;600000.0;
A Hard Day's Night;1964.0;UK;English;87.0;Richard Lester;560000.0;515005.0
The Harvest/La Cosecha;2011.0;USA;English;80.0;U. Roberto Romano;560000.0;2245.0
Love Letters;1983.0;USA;English;88.0;Amy Holden Jones;550000.0;
Julija in alfa Romeo;2015.0;Slovenia;Slovenian;83.0;Blaz Zavrsnik;500000.0;
Fireproof;2008.0;USA;English;122.0;Alex Kendrick;500000.0;33451479.0
Faith Connections;2013.0;India;Hindi;115.0;Pan Nalin;550000.0;
Benji;1974.0;USA;English;86.0;Joe Camp;500000.0;39552600.0
Open Water;2003.0;USA;English;79.0;Chris Kentis;500000.0;30500882.0
High Road;2011.0;USA;English;87.0;Matt Walsh;;
Kingdom of the Spiders;1977.0;USA;English;97.0;John 'Bud' Cardos;500000.0;17000000.0
Mad Hot Ballroom;2005.0;USA;English;105.0;Marilyn Agrelo;;8044906.0
The Station Agent;2003.0;USA;English;89.0;Tom McCarthy;500000.0;5739376.0
To Save a Life;2009.0;USA;English;120.0;Brian Baugh;1000000.0;3773863.0
