movie_title;actor_name;actor_fb_likes
13 Hours;David Costabile;681.0
The Book of Life;Ana de la Reguera;679.0
Firewall;Mary Lynn Rajskub;935.0
Absolute Power;Scott Glenn;826.0
G.I. Jane;John Michael Higgins;957.0
The Game;Charles Martinet;283.0
Silent Hill;Alice Krige;368.0
The Replacements;Faizon Love;585.0
American Reunion;Natasha Lyonne;1000.0
The Negotiator;Siobhan Fallon Hogan;294.0
Into the Storm;Scott Lawrence;159.0
Beverly Hills Cop III;Gilbert R. Hill;174.0
Gremlins 2: The New Batch;Phoebe Cates;767.0
The Judge;Leighton Meester;3000.0
The Peacemaker;Marcel Iures;258.0
Resident Evil: Apocalypse;Mike Epps;706.0
Bridget Jones: The Edge of Reason;Celia Imrie;186.0
Out of Time;John Billingsley;323.0
On Deadly Ground;Sven-Ole Thorsen;158.0
The Adventures of Sharkboy and Lavagirl 3-D;Taylor Dooley;717.0
The Beach;Peter Youngblood Hills;39.0
Raising Helen;Spencer Breslin;434.0
Ninja Assassin;Rain;72.0
For Love of the Game;Carmine Giovinazzo;432.0
A Touch of Frost;John Lyons;5.0
Striptease;Paul Guilfoyle;210.0
Marmaduke;Steve Coogan;1000.0
Hereafter;Cécile De France;447.0
Murder by Numbers;Agnes Bruckner;401.0
Assassins;Kelly Rowan;282.0
Hannibal Rising;Richard Brake;163.0
The Story of Us;Rita Wilson;323.0
The Host;Rachel Roberts;201.0
Basic;Tim Daly;511.0
Blood Work;Rick Hoffman;581.0
The International;Armin Mueller-Stahl;294.0
Escape from L.A.;Michelle Forbes;764.0
Twisted;Aaron Hill;398.0
The Iron Giant;M. Emmet Walsh;521.0
The Life Aquatic with Steve Zissou;Matthew Gray Gubler;639.0
Free State of Jones;Jessica Collins;303.0
The Life of David Gale;Matt Craven;256.0
Man of the House;Kelli Garner;730.0
Run All Night;Bruce McGill;655.0
Eastern Promises;Raza Jaffrey;509.0
Into the Blue;Ashley Scott;795.0
The Messenger: The Story of Joan of Arc;Rab Affleck;15.0
Your Highness;James Franco;11000.0
Dream House;Sarah Gadon;692.0
Mad City;William Atherton;317.0
Baby's Day Out;Cynthia Nixon;479.0
The Scarlet Letter;Demi Moore;2000.0
Fair Game;Brooke Smith;405.0
Defiance;Grant Bowler;600.0
Domino;Edgar Ramírez;897.0
Jade;Linda Fiorentino;602.0
Gamer;Alison Lohman;1000.0
Beautiful Creatures;Pruitt Taylor Vince;592.0
Death to Smoochy;Danny Woodburn;809.0
Zoolander 2;Justin Theroux;1000.0
The Big Bounce;Willie Nelson;338.0
What Planet Are You From?;Garry Shandling;591.0
Drive Angry;Katy Mixon;982.0
Street Fighter: The Legend of Chun-Li;Josie Ho;77.0
The One;Delroy Lindo;848.0
Outlander;Stephen Walters;184.0
The Adventures of Ford Fairlane;David Patrick Kelly;380.0
Pirate Radio;Tom Sturridge;830.0
Traffic;James Lew;215.0
Indiana Jones and the Last Crusade;Alison Doody;440.0
Anna Karenina;Matthew Macfadyen;0.0
Chappie;Jose Pablo Cantillo;502.0
The Bone Collector;Leland Orser;308.0
Panic Room;Mel Rodriguez;237.0
The Tooth Fairy;Steve Bacic;235.0
Three Kings;Mykelti Williamson;393.0
Child 44;Michael Nardone;194.0
Rat Race;Vince Vieluf;261.0
K-PAX;Alfre Woodard;1000.0
Kate & Leopold;Bradley Whitford;821.0
Bedazzled;Brian Doyle-Murray;484.0
The Cotton Club;Fred Gwynne;886.0
3:10 to Yuma;Gretchen Mol;600.0
Taken 3;Jon Gries;482.0
Out of Sight;Keith Hudson;23.0
The Cable Guy;Andy Dick;302.0
Earth;Eric Peterson;59.0
Dick Tracy;Seymour Cassel;327.0
The Thomas Crown Affair;Denis Leary;835.0
Riding in Cars with Boys;Alissa Dean;807.0
First Blood;Chris Mulkey;535.0
Solaris;Natalya Bondarchuk;12.0
Happily N'Ever After;Rob Paulsen;677.0
Mary Reilly;George Cole;77.0
My Best Friend's Wedding;Rupert Everett;692.0
America's Sweethearts;Larry King;135.0
Insomnia;Crystal Lowe;319.0
Star Trek: First Contact;Jonathan Frakes;906.0
Jonah Hex;Julia Jones;364.0
Courage Under Fire;Scott Glenn;826.0
Liar Liar;Randall 'Tex' Cobb;255.0
The Infiltrator;Olympia Dukakis;345.0
Inchon;Jacqueline Bisset;522.0
The Flintstones;Harvey Korman;628.0
Taken 2;D.B. Sweeney;558.0
Scary Movie 3;Jenny McCarthy;750.0
Miss Congeniality;Heather Burns;213.0
Journey to the Center of the Earth;Anita Briem;311.0
The Princess Diaries 2: Royal Engagement;Hector Elizondo;995.0
The Pelican Brief;Tony Goldwyn;956.0
The Client;Brad Renfro;551.0
The Bucket List;Sean Hayes;760.0
Patriot Games;Patrick Bergin;308.0
Monster-in-Law;Elaine Stritch;586.0
Prisoners;Dylan Minnette;1000.0
Training Day;Tom Berenger;854.0
Galaxy Quest;Robin Sachs;436.0
Scary Movie 2;Andy Richter;179.0
The Muppets;Steve Whitmire;84.0
Blade;Udo Kier;595.0
Coach Carter;Robert Ri'chard;730.0
Changing Lanes;Bruce Altman;67.0
Anaconda;Kari Wuhrer;514.0
Coyote Ugly;Izabella Miko;560.0
Love Actually;Kris Marshall;548.0
A Bug's Life;John Ratzenberger;1000.0
From Hell;Ian Richardson;140.0
The Specialist;Emilio Estefan Jr.;20.0
Tin Cup;Rene Russo;808.0
Yours, Mine and Ours;Tim Matheson;559.0
Kicking & Screaming;Robert Duvall;3000.0
The Hitchhiker's Guide to the Galaxy;Thomas Lennon;651.0
Fat Albert;Alice Greczyn;631.0
Resident Evil: Extinction;James Tumminia;443.0
Blended;Joel McHale;734.0
Last Holiday;Timothy Hutton;501.0
The River Wild;William Lucking;132.0
The Indian in the Cupboard;David Keith;563.0
Savages;Gary Stretch;404.0
Cellular;Will Beinbrink;167.0
Johnny English;Ben Miller;252.0
The Ant Bully;Julia Roberts;8000.0
Dune;José Ferrer;202.0
Across the Universe;Robert Clohessy;107.0
Revolutionary Road;Joe Komara;10000.0
16 Blocks;Sasha Roiz;795.0
Babylon A.D.;David Belle;510.0
The Glimmer Man;Keenen Ivory Wayans;322.0
Multiplicity;Obba Babatundé;451.0
Aliens in the Attic;Tim Meadows;553.0
The Pledge;Nels Lennarson;19.0
The Producers;Matthew Broderick;2000.0
Dredd;Rakie Ayola;20.0
The Phantom;Kristy Swanson;579.0
All the Pretty Horses;Sam Shepard;820.0
Nixon;Joan Allen;805.0
The Ghost Writer;Timothy Hutton;501.0
Deep Rising;Wes Studi;855.0
Miracle at St. Anna;Laz Alonso;826.0
Curse of the Golden Flower;Man Li;10.0
Bangkok Dangerous;James With;61.0
Big Trouble;Omar Epps;865.0
Love in the Time of Cholera;Unax Ugalde;50.0
The Returned;Céline Sallette;114.0
Shadow Conspiracy;Nicholas Turturro;269.0
Johnny English Reborn;Togo Igawa;104.0
Foodfight!;Harvey Fierstein;500.0
Argo;Tate Donovan;650.0
The Fugitive;Sela Ward;812.0
The Bounty Hunter;Peter Greene;789.0
Sleepers;Minnie Driver;893.0
Rambo: First Blood Part II;Martin Kove;668.0
The Juror;Anne Heche;643.0
Pinocchio;Cliff Edwards;40.0
Heaven's Gate;Isabelle Huppert;678.0
Underworld: Evolution;Derek Jacobi;520.0
Victor Frankenstein;Daniel Mays;287.0
Finding Forrester;Michael Nouri;225.0
28 Days;Elizabeth Perkins;664.0
Unleashed;Bob Hoskins;5000.0
The Sweetest Thing;Chelsea Bond;16.0
The Firm;Wilford Brimley;957.0
Charlie St. Cloud;Valerie Tian;135.0
The Mechanic;Mini Anden;350.0
21 Jump Street;Rob Riggle;839.0
Notting Hill;Dylan Moran;427.0
Chicken Run;Julia Sawalha;206.0
Along Came Polly;Debra Messing;650.0
Boomerang;Geoffrey Holder;547.0
The Heat;Demián Bichir;749.0
Cleopatra;Roddy McDowall;595.0
Here Comes the Boom;Charice;491.0
High Crimes;Bruce Davison;505.0
The Mirror Has Two Faces;Mimi Rogers;292.0
The Mothman Prophecies;David Eigenberg;395.0
Brüno;Slash;412.0
Licence to Kill;Anthony Zerbe;275.0
Red Riding Hood;Virginia Madsen;913.0
15 Minutes;Kelsey Grammer;808.0
Super Mario Bros.;Fiona Shaw;687.0
Lord of War;Jared Burke;16.0
Hero;Maggie Cheung;576.0
One for the Money;Patrick Fischler;497.0
The Interview;Anders Holm;365.0
The Warrior's Way;Jed Brophy;433.0
McHale's Navy;Bob Hastings;253.0
Micmacs;André Dussollier;52.0
8 Mile;Evan Jones;196.0
Animal Kingdom: Let's go Ape;Mélissa Theuriau;6.0
A Knight's Tale;Bérénice Bejo;996.0
The Medallion;Anthony Chau-Sang Wong;96.0
The Sixth Sense;Olivia Williams;766.0
Man on a Ledge;J. Smith-Cameron;54.0
The Big Year;JoBeth Williams;296.0
The Karate Kid;William Bassett;225.0
American Hustle;Bradley Cooper;14000.0
The Proposal;Craig T. Nelson;723.0
Double Jeopardy;Bruce Campbell;298.0
Back to the Future Part II;Thomas F. Wilson;690.0
Lucy;Amr Waked;903.0
Fifty Shades of Grey;Callum Rennie;716.0
Spy Kids 3-D: Game Over;Alexa PenaVega;2000.0
A Time to Kill;Oliver Platt;1000.0
Cheaper by the Dozen;Bonnie Hunt;597.0
Lone Survivor;Dan Bilzerian;127.0
A League of Their Own;Rosie O'Donnell;251.0
The Conjuring 2;Robin Atkin Downes;336.0
The Social Network;Marcella Lentz-Pope;81.0
He's Just Not That Into You;Sachiko Ishida;49.0
Scary Movie 4;Regina Hall;807.0
Scream 3;Nancy O'Dell;71.0
Back to the Future Part III;Thomas F. Wilson;690.0
Get Hard;Craig T. Nelson;723.0
Bram Stoker's Dracula;Gary Oldman;10000.0
Julie & Julia;Vanessa Ferlito;923.0
42;Nicole Beharie;898.0
The Talented Mr. Ripley;Jack Davenport;1000.0
Dumb and Dumber To;Rob Riggle;839.0
Eight Below;Wendy Crewson;249.0
The Intern;Rene Russo;808.0
Ride Along 2;Bruce McGill;655.0
The Last of the Mohicans;Eric Schweig;322.0
Ray;Harry Lennix;748.0
Sin City;Jason Douglas;175.0
Vantage Point;William Hurt;882.0
I Love You, Man;Jane Curtin;257.0
Shallow Hal;Susan Ward;398.0
JFK;Cheryl Penland;4.0
Big Momma's House 2;Marisol Nichols;633.0
The Mexican;Julia Roberts;8000.0
Unbroken;Alex Russell;465.0
17 Again;Thomas Lennon;651.0
The Other Woman;David Thornton;119.0
The Final Destination;Shantel VanSanten;748.0
Bridge of Spies;Amy Ryan;423.0
Behind Enemy Lines;Sam Jaeger;389.0
Get Him to the Greek;Lino Facioli;177.0
Shall We Dance;Omar Benson Miller;418.0
Small Soldiers;Robert Picardo;823.0
Spawn;Miko Hughes;968.0
The Count of Monte Cristo;Michael Wincott;720.0
The Lincoln Lawyer;Frances Fisher;638.0
Unknown;Aidan Quinn;767.0
The Prestige;Scarlett Johansson;19000.0
Horrible Bosses 2;Lindsay Sloane;465.0
Escape from Planet Earth;Jonathan Morgan Heit;91.0
Apocalypto;Jonathan Brewer;19.0
The Living Daylights;Art Malik;162.0
Predators;Derek Mears;520.0
Legal Eagles;Roscoe Lee Browne;204.0
Secret Window;Timothy Hutton;501.0
The Lake House;Ebon Moss-Bachrach;211.0
The Skeleton Key;Joy Bryant;280.0
The Odd Life of Timothy Green;Common;988.0
Made of Honor;Kevin Sussman;681.0
Jersey Boys;Scott Vance;235.0
The Rainmaker;Virginia Madsen;913.0
Gothika;Bernard Hill;416.0
Amistad;Matthew McConaughey;11000.0
Medicine Man;Sean Connery;0.0
Aliens vs. Predator: Requiem;Ian Whyte;473.0
Ri¢hie Ri¢h;Jonathan Hyde;287.0
Autumn in New York;Elaine Stritch;586.0
Music and Lyrics;Haley Bennett;664.0
Paul;Jeremy Owen;57.0
The Guilt Trip;Julene Renee;78.0
Scream 4;Shenae Grimes-Beech;687.0
8MM;Anthony Heald;173.0
The Doors;Kathleen Quinlan;552.0
Sex Tape;Nat Faxon;214.0
Hanging Up;Jesse James;235.0
Final Destination 5;Courtney B. Vance;495.0
Mickey Blue Eyes;Vincent Pastore;584.0
Pay It Forward;Angie Dickinson;754.0
Fever Pitch;Ione Skye;223.0
Arthur;Daniel Brochu;12.0
Drillbit Taylor;Matt Walsh;490.0
A Million Ways to Die in the West;Seth MacFarlane;3000.0
The Shadow;John Kapelos;510.0
Extremely Loud & Incredibly Close;Stephen Henderson;64.0
Morning Glory;Vanessa Aspillaga;58.0
Get Rich or Die Tryin';Marc John Jefferies;441.0
The Art of War;Anne Archer;249.0
Rent;Jesse L. Martin;715.0
Bless the Child;Angela Bettis;294.0
The Out-of-Towners;Carlease Burke;210.0
The Island of Dr. Moreau;Marco Hofschneider;44.0
The Musketeer;Stephen Rea;327.0
The Other Boleyn Girl;Benedict Cumberbatch;19000.0
Sweet November;Frank Langella;903.0
The Reaping;William Ragsdale;135.0
Mean Streets;David Proval;354.0
Renaissance Man;Lillo Brancato;353.0
Colombiana;Jesse Borrego;674.0
The Magic Sword: Quest for Camelot;Eric Idle;795.0
City by the Sea;John Doman;616.0
At First Sight;Steven Weber;685.0
Torque;Christina Milian;1000.0
City Hall;Bridget Fonda;889.0
Showgirls;Robert Davi;683.0
Marie Antoinette;Rip Torn;826.0
Kiss of Death;Philip Baker Hall;497.0
Get Carter;Lauren Lee Smith;351.0
The Impossible;Oaklee Pendergast;284.0
Ishtar;Isabelle Adjani;572.0
Fantastic Mr. Fox;Helen McCrory;563.0
Life or Something Like It;James Gammon;311.0
Memoirs of an Invisible Man;Patricia Heaton;402.0
Amélie;Isabelle Nanty;54.0
New York Minute;Riley Smith;762.0
Alfie;Jane Krakowski;624.0
Big Miracle;Andrew Daly;171.0
The Deep End of the Ocean;Jonathan Jackson;613.0
Feardotcom;Udo Kier;595.0
Cirque du Freak: The Vampire's Assistant;Patrick Fugit;835.0
Victor Frankenstein;Daniel Mays;287.0
Duplex;Harvey Fierstein;500.0
Soul Men;Mike Epps;706.0
Raise the Titanic;Anne Archer;249.0
Universal Soldier: The Return;Xander Berkeley;485.0
Pandorum;Eddie Rouse;61.0
Impostor;Tim Guinee;259.0
Extreme Ops;Rupert Graves;443.0
Just Visiting;John Aylward;219.0
Sunshine;Troy Garity;167.0
A Thousand Words;Greg Collins;39.0
Delgo;Kelly Ripa;379.0
The Gunman;Jasmine Trinca;87.0
Alex Rider: Operation Stormbreaker;Ashley Walters;173.0
Disturbia;Jose Pablo Cantillo;502.0
Hackers;Lorraine Bracco;472.0
The Hunting Party;Ljubomir Kerekes;2.0
The Hudsucker Proxy;John Mahoney;385.0
The Warlords;Andy Lau;483.0
Nomad: The Warrior;Jason Scott Lee;533.0
Snowpiercer;Kang-ho Song;398.0
A Monster in Paris;François Cluzet;541.0
The Last Shot;Tim Blake Nelson;596.0
The Crow;David Patrick Kelly;380.0
Baahubali: The Beginning;Prabhas;72.0
The Time Traveler's Wife;Michelle Nolden;100.0
Because I Said So;Tom Everett Scott;433.0
The Fast and the Furious;Jordana Brewster;4000.0
Frankenweenie;Atticus Shaffer;787.0
Serenity;Michael Hitchcock;279.0
Against the Ropes;Tim Daly;511.0
Superman III;Jackie Cooper;420.0
Grudge Match;Oscar Gale;785.0
Red Cliff;Wei Zhao;478.0
Sweet Home Alabama;Courtney Gains;559.0
The Ugly Truth;Eric Winter;954.0
Sgt. Bilko;Max Casella;275.0
Spy Kids 2: Island of Lost Dreams;Emily Osment;1000.0
Star Trek: Generations;Jonathan Frakes;906.0
The Grandmaster;Elvis Tsui;7.0
Water for Elephants;James Frain;1000.0
3rd Rock from the Sun;Kristen Johnston;501.0
Dragon Nest: Warriors' Dawn;Jiao Xu;46.0
The Hurricane;Deborah Kara Unger;494.0
Enough;Billy Campbell;789.0
Heartbreakers;Jeffrey Jones;692.0
Paul Blart: Mall Cop 2;Eduardo Verástegui;377.0
Angel Eyes;Kari Matchett;280.0
Joe Somebody;Kelly Lynch;466.0
The Ninth Gate;Lena Olin;541.0
Extreme Measures;Bill Nunn;182.0
Rock Star;Matthew Glave;108.0
Precious;Mariah Carey;736.0
White Squall;Ethan Embry;982.0
The Thing;David Clennon;145.0
Riddick;Bokeem Woodbine;904.0
Switchback;Ted Markland;12.0
Texas Rangers;Leonor Varela;427.0
City of Ember;Harry Treadaway;260.0
The Master;Bruce Goodchild;15.0
Virgin Territory;David Walliams;217.0
The Express;Charles S. Dutton;534.0
The 5th Wave;Nick Robinson;724.0
Creed;Graham McTavish;531.0
The Town;Owen Burke;206.0
What to Expect When You're Expecting;Thomas Lennon;651.0
Burn After Reading;Kevin Sussman;681.0
Nim's Island;Christopher James Baker;35.0
Rush;Alexandra Maria Lara;471.0
Magnolia;Jim Meskimen;272.0
Cop Out;Kevin Pollak;574.0
How to Be Single;Nicholas Braun;591.0
Dolphin Tale;Harry Connick Jr.;631.0
Twilight;Anna Kendrick;10000.0
John Q;Anne Heche;644.0
Blue Streak;Tamala Jones;405.0
We're the Millers;Thomas Lennon;651.0
Obitaemyy ostrov;Aleksey Serebryakov;30.0
Breakdown;J.T. Walsh;263.0
Never Say Never Again;Barbara Carrera;133.0
Hot Tub Time Machine;Crystal Lowe;318.0
Dolphin Tale 2;Harry Connick Jr.;631.0
Reindeer Games;Clarence Williams III;475.0
A Man Apart;Larenz Tate;582.0
Aloha;Bill Murray;13000.0
Ghosts of Mississippi;Craig T. Nelson;723.0
Snow Falling on Cedars;Daniel von Bargen;577.0
The Rite;Toby Jones;2000.0
Gattaca;Mason Gamble;263.0
Isn't She Great;John Larroquette;450.0
Space Chimps;Omid Abtahi;387.0
Head of State;Tracy Morgan;642.0
The Hangover;Mike Epps;706.0
Ip Man 3;Kwok-Kwan Chan;51.0
Austin Powers: The Spy Who Shagged Me;Robert Wagner;481.0
Batman;William Hootkins;488.0
There Be Dragons;Lily Cole;785.0
Lethal Weapon 3;Stuart Wilson;94.0
The Blind Side;Kim Dickens;624.0
Rush Hour;Wendie Malick;452.0
Spy Kids;Daryl Sabara;640.0
Horrible Bosses;Reginald Ballard;64.0
True Grit;Bruce Green;538.0
The Devil Wears Prada;Rebecca Mader;505.0
Star Trek: The Motion Picture;Walter Koenig;643.0
Identity Thief;T.I.;680.0
Cape Fear;Joe Don Baker;387.0
21;Josh Gad;1000.0
Trainwreck;Josh Segarra;213.0
Guess Who;Sherri Shepherd;278.0
The English Patient;Jürgen Prochnow;362.0
L.A. Confidential;Paul Guilfoyle;210.0
Sky High;Nicholas Braun;591.0
In & Out;Lauren Ambrose;945.0
Species;Jordan Lund;25.0
A Nightmare on Elm Street;Amanda Wyss;574.0
The Cell;James Gammon;311.0
The Man in the Iron Mask;Judith Godrèche;80.0
Secretariat;Dylan Walsh;426.0
TMNT;Mako;691.0
Radio;Debra Winger;568.0
Friends with Benefits;Masi Oka;923.0
Neighbors 2: Sorority Rising;Kiersey Clemons;190.0
Saving Mr. Banks;B.J. Novak;825.0
Malcolm X;Al Freeman Jr.;318.0
This Is 40;Mackenzie Aladjem;120.0
Old Dogs;Ann-Margret;931.0
Underworld: Rise of the Lycans;Steven Mackintosh;227.0
License to Wed;Mindy Kaling;766.0
The Benchwarmers;Tim Meadows;553.0
Must Love Dogs;Elizabeth Perkins;664.0
Donnie Brasco;Anne Heche;646.0
Resident Evil;Colin Salmon;766.0
Poltergeist;Craig T. Nelson;723.0
The Ladykillers;Stephen Root;939.0
Max Payne;Jamie Hector;248.0
In Time;Justin Timberlake;3000.0
The Back-up Plan;Tom Bosley;584.0
Something Borrowed;Kirsten Day;196.0
Hit the Floor;Logan Browning;628.0
Black Knight;Vincent Regan;447.0
The Bad News Bears;Joyce Van Patten;57.0
Street Fighter;Kylie Minogue;690.0
The Pianist;Ed Stoppard;95.0
From Hell;Ian Richardson;140.0
The Nativity Story;Shaun Toub;206.0
House of Wax;Brian Van Holt;324.0
Closer;Colin Stinton;23.0
J. Edgar;Kaitlyn Dever;363.0
Mirrors;Julian Glover;844.0
Queen of the Damned;Bruce Spence;531.0
Predator 2;Kevin Peter Hall;636.0
Untraceable;Joseph Cross;398.0
Blast from the Past;Douglas Smith;480.0
Flash Gordon;Sam J. Jones;455.0
Jersey Girl;George Carlin;769.0
Alex Cross;Carmen Ejogo;374.0
Midnight in the Garden of Good and Evil;Leon Rippy;229.0
Heist;D.B. Sweeney;558.0
Nanny McPhee Returns;Eros Vlahos;167.0
Hoffa;Paul Guilfoyle;210.0
The X Files: I Want to Believe;Nicki Aycox;296.0
Ella Enchanted;Joanna Lumley;973.0
Concussion;Albert Brooks;745.0
Abduction;Richard Cetrone;63.0
Valiant;Pip Torrens;72.0
Wonder Boys;Richard Thomas;549.0
Superhero Movie;Marion Ross;418.0
Broken City;Michael Beach;344.0
Cursed;Derek Mears;520.0
Premium Rush;Aasif Mandvi;346.0
Hot Pursuit;Michael Mosley;253.0
The Four Feathers;Alex Jennings;39.0
Parker;Wendell Pierce;458.0
Wimbledon;Austin Nichols;663.0
Furry Vengeance;Matt Prokop;734.0
Bait;Richard Brancatisano;174.0
Krull;Lysette Anthony;136.0
Lions for Lambs;Andrew Garfield;10000.0
Flight of the Intruder;Christopher Rich;150.0
Walk Hard: The Dewey Cox Story;Matt Price;134.0
The Shipping News;Jason Behr;505.0
American Outlaws;Harris Yulin;141.0
The Young Victoria;Thomas Kretschmann;919.0
Whiteout;Shawn Doyle;230.0
The Tree of Life;Fiona Shaw;687.0
Knock Off;Ray Nicholas;105.0
Sabotage;Maurice Compte;120.0
The Order;Benno Fürmann;127.0
Punisher: War Zone;Colin Salmon;766.0
Zoom;Thomas F. Wilson;690.0
The Walk;Jade Kindar-Martin;6.0
Warriors of Virtue;Angus Macfadyen;448.0
A Good Year;Richard Coyle;567.0
Luther;Warren Brown;256.0
Radio Flyer;John Heard;697.0
Blood In, Blood Out;Raymond Cruz;672.0
Smilla's Sense of Snow;Julia Ormond;918.0
Femme Fatale;Rie Rasmussen;115.0
Lion of the Desert;John Gielgud;249.0
The Horseman on the Roof;Isabelle Carré;45.0
Ride with the Devil;Tobey Maguire;0.0
Biutiful;Eduard Fernández;7.0
The Lovers;Bipasha Basu;282.0
Bandidas;Dwight Yoakam;324.0
Black Water Transit;Beverly D'Angelo;816.0
The Maze Runner;Jacob Latimore;129.0
Unfinished Business;Melissa McMeekin;141.0
The Age of Innocence;Stuart Wilson;94.0
The Fountain;Mark Margolis;1000.0
Chill Factor;Hudson Leick;239.0
Stolen;Sami Gayle;566.0
Ponyo;Yuria Nara;2.0
The Longest Ride;Hayley Lovitt;954.0
The Astronaut's Wife;Clea DuVall;1000.0
I Dreamed of Africa;Vincent Perez;292.0
Playing for Keeps;Judy Greer;2000.0
Mandela: Long Walk to Freedom;Tony Kgoroge;38.0
Reds;M. Emmet Walsh;521.0
A Few Good Men;Kevin Pollak;574.0
Exit Wounds;Bruce McGill;655.0
Big Momma's House;Tichina Arnold;330.0
Thunder and the House of Magic;Joe Ochman;11.0
The Darkest Hour;Dato Bakhtadze;48.0
Step Up Revolution;Misha Gabriel Hamilton;433.0
Snakes on a Plane;Rachel Blanchard;491.0
The Watcher;Chris Ellis;178.0
The Punisher;Eddie Jemison;336.0
Goal! The Dream Begins;Stephen Dillane;577.0
Safe;Robert John Burke;317.0
Pushing Tin;Jake Weber;551.0
Star Wars: Episode VI - Return of the Jedi;Kenny Baker;504.0
Doomsday;Jeremy Crutchley;43.0
The Reader;Susanne Lothar;50.0
Wanderlust;Joe Lo Truglio;833.0
Elf;Will Ferrell;8000.0
Phenomenon;David Gallagher;796.0
Snow Dogs;M. Emmet Walsh;521.0
Scrooged;Robert Mitchum;1000.0
Nacho Libre;Héctor Jiménez;327.0
Bridesmaids;Steve Bannos;460.0
This Is the End;Emma Watson;9000.0
Stigmata;Portia de Rossi;573.0
Men of Honor;Michael Rapaport;975.0
Takers;Jay Hernandez;1000.0
The Big Wedding;Topher Grace;2000.0
Big Mommas: Like Father, Like Son;Portia Doubleday;534.0
Source Code;Russell Peters;355.0
Alive;Michael DeLorenzo;240.0
The Number 23;Ed Lauter;897.0
The Young and Prodigious T.S. Spivet;Judy Davis;223.0
1941;Treat Williams;642.0
Dreamer: Inspired by a True Story;Holmes Osborne;83.0
A History of Violence;William Hurt;882.0
Transporter 2;Matthew Modine;810.0
The Quick and the Dead;Roberts Blossom;159.0
Laws of Attraction;Nora Dunn;142.0
Bringing Out the Dead;Sonja Sohn;245.0
Repo Men;Yvette Nicole Brown;447.0
Dragon Wars: D-War;Chris Mulkey;535.0
Bogus;Andrea Martin;179.0
The Incredible Burt Wonderstone;Steve Carell;7000.0
Cats Don't Dance;Hal Holbrook;826.0
Cradle Will Rock;Emily Watson;876.0
The Good German;Leland Orser;308.0
George and the Dragon;Simon Callow;239.0
Apocalypse Now;Robert Duvall;3000.0
Going the Distance;Jim Gaffigan;472.0
Mr. Holland's Opus;Jean Louisa Kelly;320.0
Criminal;Doug Cockle;24.0
Out of Africa;Michael Kitchen;184.0
Flight;Nadine Velazquez;874.0
Moonraker;Lois Maxwell;177.0
The Grand Budapest Hotel;F. Murray Abraham;670.0
Hearts in Atlantis;Hope Davis;442.0
Arachnophobia;Brian McNamara;125.0
Frequency;Noah Emmerich;617.0
Ghostbusters;Zach Woods;322.0
Vacation;Beverly D'Angelo;816.0
Get Shorty;Jon Gries;482.0
Chicago;Jayne Eastwood;90.0
Big Daddy;Joey Lauren Adams;781.0
American Pie 2;Natasha Lyonne;1000.0
Toy Story;Jim Varney;802.0
Speed;Joe Morton;780.0
The Vow;Dillon Casey;281.0
Extraordinary Measures;Alan Ruck;946.0
Remember the Titans;Ethan Suplee;1000.0
The Hunt for Red October;Courtney B. Vance;495.0
Lee Daniels' The Butler;Vanessa Redgrave;898.0
Dodgeball: A True Underdog Story;Joel David Moore;936.0
The Addams Family;Carel Struycken;436.0
Ace Ventura: When Nature Calls;Sophie Okonedo;460.0
The Princess Diaries;Heather Matarazzo;529.0
The First Wives Club;Stephen Collins;452.0
Se7en;Reg E. Cathey;360.0
District 9;Jason Cope;107.0
The SpongeBob SquarePants Movie;Rodger Bumpass;217.0
Mystic River;Tom Guiry;262.0
Million Dollar Baby;Mike Colter;567.0
Analyze This;Molly Shannon;636.0
The Notebook;Gena Rowlands;545.0
27 Dresses;Yetta Gottesman;71.0
Hannah Montana: The Movie;Moises Arias;635.0
Rugrats in Paris: The Movie;Debbie Reynolds;786.0
The Prince of Tides;Melinda Dillon;252.0
Legends of the Fall;Julia Ormond;918.0
Up in the Air;Chris Lowell;940.0
About Schmidt;Howard Hesseman;322.0
Warm Bodies;Daniel Rindress-Kay;7.0
Looper;Tracie Thoms;502.0
Down to Earth;Wanda Sykes;560.0
Babe;Roscoe Lee Browne;204.0
Hope Springs;Jean Smart;329.0
Forgetting Sarah Marshall;Maria Thayer;344.0
Friday Night Lights;Scott Porter;690.0
Four Brothers;Fionnula Flanagan;482.0
Baby Mama;Romany Malco;966.0
Hope Floats;Gena Rowlands;545.0
Bride Wars;Candice Bergen;545.0
Without a Paddle;Bonnie Somerville;246.0
13 Going on 30;Christa B. Allen;533.0
Midnight in Paris;Nina Arianda;183.0
The Nut Job;Sarah Gadon;691.0
Blow;Jordi Mollà;877.0
Message in a Bottle;Raphael Sbarge;362.0
Star Trek V: The Final Frontier;Walter Koenig;643.0
Like Mike;Anne Meara;837.0
Naked Gun 33 1/3: The Final Insult;Priscilla Presley;348.0
A View to a Kill;Tanya Roberts;433.0
The Curse of the Were-Rabbit;Peter Sallis;100.0
P.S. I Love You;Nellie McKay;37.0
Racing Stripes;M. Emmet Walsh;521.0
Atonement;Brenda Blethyn;286.0
Letters to Juliet;Luisa Ranieri;22.0
Black Rain;Kate Capshaw;237.0
The Three Stooges;Sean Hayes;760.0
Corpse Bride;Joanna Lumley;973.0
Glory Road;Derek Luke;543.0
